DISTNAME,DISTRICT,DZCNTYNM,REGION,DZRATING,DZCAMPUS,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETINDP,DPETASIP,DPETPCIP,DPETTWOP,DPETECOP,DPETLEPP,DPETSPEP,DPETBILP,DPETVOCP,DPETGIFP,DA0AT12R,DA0912DR12R,DAGC4X12R,DAGC5X11R,DA0GR12N,DA0GH12N,DA00A001513R,DA00AR01513R,DA00AW01513R,DA00AM01513R,DA00AC01513R,DA00AS01513R,DB00A001513R,DH00A001513R,DW00A001513R,DI00A001513R,D300A001513R,D400A001513R,D200A001513R,DE00A001513R,DA0CT12R,DA0CC12R,DA0CSA12R,DA0CAA12R,DPSATOFC,DPSTTOFC,DPSCTOFP,DPSSTOFP,DPSUTOFP,DPSTTOFP,DPSETOFP,DPSXTOFP,DPSCTOSA,DPSSTOSA,DPSUTOSA,DPSTTOSA,DPSAMIFP,DPSAKIDR,DPSTKIDR,DPST05FP,DPSTEXPA,DPSTADFP,DPSTURNR,DPSTBLFP,DPSTHIFP,DPSTWHFP,DPSTO2FP,DPSTREFP,DPSTSPFP,DPSTCOFP,DPSTBIFP,DPSTVOFP,DPSTGOFP,DPFVTOTK,DPFTADPR,DPFRAALLT,DPFRAALLK,DPFRASTAP,DZRVLOCP,DPFRAFEDP,DPFUNAB1T,DPFUNA4T,DPFEAALLT,DPFEAOPFT,DPFEAOPFK,DPFEAINSP,DZEXADMP,DZEXADSP,DZEXPLAP,DZEXOTHP,DPFEAINST,DPFEAINSK,DPFPAREGP,DPFPASPEP,DPFPACOMP,DPFPABILP,DPFPAVOCP,DPFPAGIFP,DPFPAATHP,DPFPAHSAP,DPFPREKP,DPFPAOTHP,DISTSIZE,COMMTYPE,PROPWLTH,TAXRATE
PALMER ISD,070910,070 ELLIS,10,Met Standard,3,1097,1.2,39.7,57.2,0.3,0.4,0,1.4,51.9,7.9,13.8,7.7,27.7,4.7,96.8,0,98.4,95.5,63,50,85,87,74,84,92,86,88,81,87,100,92,.,64,83,69.8,13.6,1408,20.1,168.1,85,3,4.2,3,50.6,11.7,27.6,86767,63125,56382,42310,12.2,6.5,12.9,35.3,11.3,12.9,19.2,0,4.7,95.3,0,81,7.4,0,2.9,6.7,2,198879,1.27,10656480,9876,62.2,28.5,9.3,2151696,0,10985814,9378981,8692,57.2,8.4,6.2,11.8,16.5,5361444,4969,59,15.8,9.5,2.8,5.1,0.8,4.9,1.4,0.7,0.1,"1,000 to 1,599",Other Central City Suburban,"$184,624 to < $200,659",$1.2321 to under $1.3593
RED OAK ISD,070911,070 ELLIS,10,Met Standard,7,5617,17.7,30.6,48.5,0.7,0.7,0.1,1.8,43.2,6.6,9.6,6.1,32.5,9.1,96.9,0.4,95.9,97.3,416,321,80,83,67,83,83,75,77,76,83,80,88,92,83,73,64.9,23.7,1424,20.4,709.9,335.7,1,3,10.3,47.3,9,29.5,106196,70638,59051,48158,21.8,7.9,16.7,28.6,12.6,20.4,18.2,6.6,5.3,86.9,1.2,69.7,10.3,2.8,1.5,6.5,9.1,210611,1.54,55051539,10000,53.9,38.1,8,8668744,0,53477799,43694262,7937,54.9,8.4,5.9,12.2,18.6,24006309,4361,68.8,15,5,2.6,4.2,1.1,2.1,0,0.2,1,"5,000 to 9,999",Other Central City,"$200,659 to < $226,787",$1.3593 and over
WAXAHACHIE ISD,070912,070 ELLIS,10,Met Standard,12,7629,12.1,33.5,51.1,0.8,0.6,0.1,1.8,50,6.9,9.9,6.1,28.1,4.4,96.4,1.8,91.5,94.3,517,380,79,82,64,81,84,75,65,74,85,76,93,92,81,71,55.9,27.3,1454,20.6,1060.3,517.4,0.8,2.7,6,48.8,11.3,30.4,82683,69473,55875,46454,23.5,7.2,14.7,30.3,12.2,20.1,12.2,4.5,8.5,85.8,1.2,77.1,6.1,4,2.2,6.4,4.2,364247,1.429,71705056,9561,36.5,57.5,6.1,17068496,0,73343581,58198340,7760,58.6,5.9,6.1,11.1,18.3,34093042,4546,61.1,14.9,5.1,4.3,5.4,0.5,4,1.2,2,1.5,"5,000 to 9,999",Other Central City,"$338,619 to < $381,395",$1.3593 and over
MAYPEARL ISD,070915,070 ELLIS,10,Met Standard,3,1005,1.7,16.3,79.5,0.5,0.7,0.3,1,39.6,3.8,12.4,3.8,30.7,4.3,96.9,0.9,95.9,97.2,72,49,84,87,73,83,88,84,75,74,85,92,83,100,88,78,61.1,15.9,1308,21.1,137.2,67.4,1.5,2.2,3.3,49.2,14.5,29.4,91601,62103,47856,45636,17.4,7.3,14.9,20.8,11.6,19.2,25.6,1.5,1.5,95.6,1.5,76.6,5.1,4.4,0,9.3,4.6,250163,1.359,10626435,10277,54.1,38.2,7.8,2004511,0,10461753,7972723,7711,58.1,8.8,5.3,10.9,16.8,4634202,4482,62.7,18.2,7.2,0.5,7.1,0.3,2.4,1.2,0.5,0,"1,000 to 1,599",Other Central City Suburban,"$234,604 to < $255,082",$1.2321 to under $1.3593
BURNHAM WOOD CHARTER SCHOOL DISTRI,071801,071 EL PASO,19,Met Standard,2,856,2.9,82.7,10.2,0.1,3.5,0,0.6,47.4,18.7,4.4,14.7,0,0,97,0,.,.,17,16,89,91,81,90,89,92,88,88,90,-1,100,.,91,88,-2,29.2,1452,21.2,90.8,52.6,4.4,5.5,17.4,57.9,1.3,13.4,75729,50700,41705,41690,62.9,9.4,16.3,80.3,4.1,15,40.6,0,61.5,34.7,3.8,96.2,3.8,0,0,0,0,.,.,7327447,8413,87.2,4.2,8.6,0,186673,6613507,6110278,7015,50.4,19.5,7.2,13.3,9.7,3077032,3533,72,6.4,15.4,6,0,0,0.1,0,0,0,500 to 999,Charters,Non-taxing entities,Non-taxing entities
PASO DEL NORTE ACADEMY CHARTER DIS,071803,071 EL PASO,19,Met Alternative Standard,2,282,0.7,95.4,3.2,0.4,0.4,0,0,93.6,0,4.3,0,8.9,0,90.6,4.8,52.6,74.4,105,74,70,75,29,69,80,79,-1,69,92,.,.,.,-1,69,7.6,0,1118,.,37.9,16,0.7,13.2,8.2,42.2,0,35.8,46168,47167,43122,31492,94.7,7.4,17.6,81.2,3.4,25,37.8,6.2,87.5,6.3,0,85.8,12.5,0,0,1.7,0,.,.,2801326,9400,78.5,0.3,21.2,0,0,2566656,2520806,8459,42.6,12.8,14.3,22,8.3,1073761,3603,40.7,7.4,46.1,0.9,1.7,0,0,3.1,0,0,Under 500,Charters,Non-taxing entities,Non-taxing entities
EL PASO ACADEMY,071804,071 EL PASO,19,Improvement Required,2,479,0.2,93.9,4.8,0.2,0.2,0.4,0.2,70.6,7.1,6.5,6.5,31.5,0,86.5,11,37,50.5,110,104,52,62,30,53,59,52,.,52,59,.,-1,.,.,51,11.8,0,1104,-1,50,26,2,10,12,52,0,24,91347,56113,29954,38890,62,9.6,18.4,61.5,5.6,11.5,20,0,61.5,38.5,0,100,0,0,0,0,0,.,.,3416763,8542,88.3,0.4,11.3,0,769754,3394232,3371252,8428,59,16.1,13.9,6.4,4.7,1987759,4969,47.6,7.5,34.3,0.3,4.2,0,0,6.1,0,0,Under 500,Charters,Non-taxing entities,Non-taxing entities
HARMONY SCIENCE ACAD (EL PASO),071806,071 EL PASO,19,Met Standard,3,2260,9.2,68.6,11.5,0.5,8.4,0.1,1.7,62.8,15,4.2,12.7,3.8,6.8,96.6,0,.,.,22,22,80,85,71,81,75,79,85,76,88,71,96,100,89,75,-2,30.4,1433,-1,168.8,134.7,0.6,8.3,0.4,79.8,0.6,10.3,91450,57457,42000,40318,50.2,13.4,16.8,91,1.9,21.2,39.1,1.5,51.1,42.9,4.5,95.3,3.9,0,0,0.7,0,.,.,15258871,8820,85,4.7,10.3,0,1957434,13997741,13323038,7701,49,6.9,10.6,22.5,11,6530348,3775,78.2,5,15,1.3,0,0.5,0,0,0,0,"1,600 to 2,999",Charters,Non-taxing entities,Non-taxing entities
LA FE PREPARATORY SCHOOL,071807,071 EL PASO,19,Met Standard,1,268,0,97.4,2.6,0,0,0,0,89.6,75.4,6.7,97.8,0,0,96,.,.,.,.,.,69,65,70,74,64,.,.,68,-1,.,.,.,.,68,.,.,.,.,34.9,19,2.9,2.9,34.2,54.4,0,5.7,44614,71038,25090,40194,97.1,7.7,14.1,100,2.2,0,6.5,0,94.7,0,5.3,52.6,0,0,47.4,0,0,.,.,2085840,9612,77.5,5.8,16.7,0,235337,2105623,1928657,8888,55.9,13.3,5.3,9.3,16.3,1077947,4967,57.3,7.2,16.8,14.3,0,0,0,0,4.3,0,Under 500,Charters,Non-taxing entities,Non-taxing entities
VISTA DEL FUTURO CHARTER SCHOOL,071809,071 EL PASO,19,Met Standard,1,182,2.2,89,7.7,0,0.5,0,0.5,54.4,25.3,3.8,24.7,0,0,97.6,.,.,.,.,.,87,87,92,85,.,.,.,86,89,.,.,.,.,86,.,.,.,.,18.4,13,0,5.4,5.4,70.8,0,18.3,.,60000,35000,37194,83.7,9.9,14,92.3,1.4,0,60,0,76.9,23.1,0,92.3,7.7,0,0,0,0,.,.,1094080,8352,87.3,3.8,9,0,35003,1157856,1157856,8839,47.9,6.2,12,28.3,5.6,554294,4231,75.9,8.5,11.7,3.8,0,0,0,0,0,0,Under 500,Charters,Non-taxing entities,Non-taxing entities
CLINT ISD,071901,071 EL PASO,19,Met Standard,15,11719,0.8,94.7,3.9,0.1,0.1,0.1,0.3,84.1,34.6,6.2,31.9,26.3,3.2,96.6,1.4,88.7,88.9,671,636,72,74,57,76,74,72,69,72,82,89,-1,-1,88,70,62.7,4.3,1245,17.3,1349.6,643.3,1.8,2.6,9.8,47.7,7.9,30.2,95930,80312,57227,51926,90.4,8.7,18.2,32.3,10.2,25.3,4.9,1.6,85.7,12,0.8,59.9,7.6,3.1,23.2,4.4,1.7,79254,1.335,108239475,9150,70.7,13.4,15.9,20359166,0,125920265,96439458,8152,54.8,7.4,6.3,12.6,19,52837025,4466,57.8,11,17,2.9,3.8,0.2,2.9,1.2,2,1.2,"10,000 to 24,999",Major Suburban,"Under $100,904",$1.2321 to under $1.3593
EL PASO ISD,071902,071 EL PASO,19,Met Standard,94,62884,4.1,82.6,10.6,0.2,1.1,0.3,1.2,69.7,24.6,8.8,21.8,25.3,11.8,95.6,3.1,83.3,87.6,4163,3763,76,78,58,82,80,72,75,74,87,79,93,78,83,70,79.1,15.9,1418,18.4,7871,4145.4,0.7,2.8,13.7,52.7,5.2,24.9,82930,72448,58108,49366,75.1,8,15.2,25.1,12.7,23.3,9.2,2.4,66,28.8,2.8,81.9,8.3,0.8,1,4.6,3.6,226979,1.235,614119055,9627,49.8,32.3,17.8,81498168,0,609284728,533322368,8360,59.9,3.5,6,10.4,20.2,319504109,5008,57.7,12.7,17.3,1.3,3.5,2,1.9,1.1,2.2,0.3,"50,000 and over",Major Urban,"$226,787 to < $234,604",$1.2321 to under $1.3593
FABENS ISD,071903,071 EL PASO,19,Met Standard,4,2383,0,98.8,1,0,0,0,0.1,89.5,38.7,11.3,30,25.2,8,96.7,1.3,87.4,90.3,140,127,67,64,46,75,76,67,.,67,81,.,.,.,100,66,71.4,4,1208,16.6,379.2,174.3,1.6,2.6,7.4,46,9.2,33.2,103350,79100,60120,52490,90.2,6.3,13.7,28.7,10.7,24.1,8.6,0.6,82.8,16.6,0,66.1,10.7,1,16.5,4,1.7,54772,1.238,26052330,10757,71.1,8.8,20,2265691,0,27024955,24774787,10229,57.9,7.6,5.5,11.8,17.2,14334965,5919,47.9,15.9,23.3,1.8,3.8,0.2,3.1,1.2,1,1.9,"1,600 to 2,999",Non-metropolitan Stable,"Under $100,904",$1.2321 to under $1.3593
SAN ELIZARIO ISD,071904,071 EL PASO,19,Met Standard,6,4127,0.1,98.6,1.1,0.1,0,0,0.1,92.4,48.3,7.5,41.9,22.1,4.1,96.3,1,89.8,94.3,238,212,68,67,52,74,77,66,-1,68,65,71,.,.,-1,68,63.9,4.6,1241,17,610.7,261.5,0.7,2.6,8.4,42.8,5.4,40.2,100540,77028,61880,48850,93,6.8,15.8,34.2,10.6,26.4,9,1.5,86.9,10.8,0.8,58.7,7.9,0,26.4,5,2.1,36630,1.161,43001619,10394,73.9,5.4,20.7,9547966,0,40903159,36741689,8881,52.8,9.6,5.5,12.4,19.7,19400443,4689,50.2,12.8,23.4,2.7,3.8,0.3,2.8,1.5,1.7,0.7,"3,000 to 4,999",Major Suburban,"Under $100,904",$1.1254 to under $1.2321
YSLETA ISD,071905,071 EL PASO,19,Met Standard,62,43512,1,95.7,2.7,0.1,0.2,0.1,0.3,81.1,22.9,10.2,26,27.5,8,95.9,2.3,86.9,89.8,3036,2838,77,80,64,80,83,73,76,77,83,66,81,78,86,75,99.2,4.9,1185,18.2,6369,3053.7,0.4,2.4,8.4,47.9,9.2,31.7,102632,79623,59276,50332,87,6.8,14.2,29.4,11.3,28.1,8.4,1.8,81,15.8,1.3,81.8,10.5,3.3,0.5,4,0,148668,1.33,435174268,9861,62.9,20.5,16.6,40215321,0,450182072,401352165,9095,59.3,5,5.9,11,18.8,237826301,5389,56.7,16.3,13.2,1.3,3.4,0.3,1.9,1.1,4.3,1.5,"25,000 to 49,999",Major Urban,"$100,904 to < $148,669",$1.2321 to under $1.3593
ANTHONY ISD,071906,071 EL PASO,19,Met Standard,3,855,1.2,90.1,8.5,0.1,0.1,0,0,100,27,6.7,19.3,18.7,5.1,96.3,2,95.8,94.9,48,47,68,75,51,69,66,75,89,68,70,.,.,.,.,68,97.9,8.5,-1,17.3,119.3,53.7,1.7,2.5,9,45,9.8,32,100730,80107,56226,49956,89,7.2,15.9,49.7,9.8,9.3,22.2,1.9,81.8,16.4,0,75.5,6,1.2,14.4,2.1,0.8,181155,1.188,8907859,10554,58.5,22.1,19.3,2273412,0,8428122,7837036,9286,50.7,9.6,5.2,11,23.5,3975978,4711,54.1,16.9,18.7,1.2,2.4,0.3,5,1.4,0,0,500 to 999,Non-metropolitan Stable,"$148,669 to < $184,624",$1.1254 to under $1.2321
CANUTILLO ISD,071907,071 EL PASO,19,Met Standard,9,6042,0.9,94,4.2,0.1,0.3,0.1,0.4,74.5,26.7,8.9,30.1,41.5,7.4,95.6,1.7,88.5,90.3,415,364,73,76,54,79,80,68,73,73,83,80,93,71,83,70,68,7.4,1257,16.6,836,377.7,1.7,2.3,10.3,45.2,10.3,30.2,84544,75535,57602,50274,83.5,7.2,16,29.7,11.9,31.9,10.9,0.8,72.8,24,2.4,58.2,5.8,2,22.6,6.1,5.3,224725,1.422,63735684,10631,49.6,33.7,16.7,11127532,0,65339912,52833813,8813,54.8,8.9,5.4,9.2,21.6,28976342,4833,58.9,12.9,14.4,2.4,5.4,0.3,2.2,1.2,1.2,1.1,"5,000 to 9,999",Major Suburban,"$200,659 to < $226,787",$1.3593 and over
TORNILLO ISD,071908,071 EL PASO,19,Met Standard,4,1350,0,98.1,1.6,0.1,0,0,0.2,95.7,41.5,4.7,24.1,28.9,6.9,95.8,2.3,96.2,95.2,56,52,74,70,57,81,83,78,.,74,59,.,.,.,100,74,51.8,0,1281,17.1,170,83.6,0.6,1.8,2.5,49.2,4.8,41.3,114532,85500,58373,46799,88.8,7.9,16.2,45.2,8.2,20.1,8.8,2.4,77.5,20.1,0,83.2,7,0,6.5,3.1,0.2,38705,1.309,13467530,9946,78.4,6.6,15,3358829,0,12836967,11665707,8616,50.1,15.8,4.9,13.1,16,5846979,4318,59,8.2,19.1,2.6,2.9,0.7,4,2.8,0,0.6,"1,000 to 1,599",Non-metropolitan Stable,"Under $100,904",$1.2321 to under $1.3593
SOCORRO ISD,071909,071 EL PASO,19,Met Standard,45,44054,2.3,91,5.3,0.3,0.6,0.1,0.4,72.1,20,7.9,19,30.2,6,96.1,0.8,90,92,2774,2687,78,81,63,81,82,75,77,78,81,66,89,84,86,75,68.5,7.8,1287,18.2,4566.7,2295.9,0.8,3.3,10.9,50.3,6.2,28.5,86318,75145,57587,50088,87.6,9.6,19.2,24.3,11.2,32.8,10.2,1.9,81.2,15.5,1.3,64.9,10.4,0,12.8,5.9,6,162215,1.21,381328778,8787,61.6,24.8,13.5,69303239,0,388226053,326350066,7520,57.7,5,6.3,11.9,19.2,188271211,4338,59.8,15.9,12.5,1.4,4.7,0.3,2.1,1.3,1.3,0.7,"25,000 to 49,999",Major Urban,"$148,669 to < $184,624",$1.1254 to under $1.2321
PREMIER HIGH SCHOOLS,072801,072 ERATH,11,Met Alternative Standard,26,3824,6.9,62.1,28.6,0.4,0.3,0,1.5,71.6,31.8,7.6,31.8,4.5,0,84.2,11.2,50.7,69.1,1110,657,71,75,49,74,77,72,53,67,81,92,70,-1,83,68,24.2,11.5,1350,17.9,344.2,201,0.9,10.6,4,58.4,13.6,12.5,61000,52981,34317,37163,49.3,11.1,19,49.8,9,15.9,37.5,5.2,42.3,49,3.5,82.3,12.6,0,5.1,0,0,.,.,30427370,7826,92.1,0.5,7.5,0,873,26226757,26073515,6706,56.3,13.1,14.3,8.6,7.7,14687281,3778,71.6,11.8,13.1,3,0,0,0.2,0.4,0,0,"3,000 to 4,999",Charters,Non-taxing entities,Non-taxing entities
ERATH EXCELS ACADEMY INC,072802,072 ERATH,11,Met Alternative Standard,2,168,2.4,50,45.2,1.8,0.6,0,0,89.9,5.4,14.3,5.4,38.1,0,91.6,11.9,60.4,64.7,45,23,52,61,53,45,58,44,.,49,57,-1,.,.,.,51,11.1,0,-1,-1,28.1,17.8,0.3,13.8,6.3,63.6,0,16,103000,46385,39330,34009,26.7,6,9.4,69.1,5.6,16.9,30.1,5.6,28,66.4,0,78,12.7,0,0.8,8.4,0,.,.,1711554,10068,91,0.9,8.1,0,38587,1538768,1482781,8722,61,12.4,16.1,4.9,5.7,903881,5317,46.4,18.7,23.1,0.7,8.2,0,0,3,0,0,Under 500,Charters,Non-taxing entities,Non-taxing entities
THREE WAY ISD,072901,072 ERATH,11,Met Standard,1,53,0,66,32.1,0,0,0,1.9,84.9,34,9.4,34,0,0,97.6,.,.,.,.,.,73,76,56,71,-1,-1,.,76,68,.,.,.,.,72,.,.,.,.,15.6,8.1,6.4,0,0,52.2,12.8,28.6,77252,.,.,38234,25.5,3.4,6.5,36.8,8.5,24.6,28.5,0,0,100,0,95.9,0,4.1,0,0,0,715816,1.04,841192,13790,31.8,55.5,12.7,348760,0,1032382,769822,12620,52,17.1,3,14.3,13.7,400000,6557,62,11.4,24.3,0.3,0,0,1,0,1,0,Under 500,Rural,"$678,171 to < $1,930,702",Under $1.1254
DUBLIN ISD,072902,072 ERATH,11,Met Standard,4,1198,1.1,56.5,41.3,0.1,0,0,1,75.9,19.7,6.3,19.5,22.8,10.6,96.4,0.6,93.3,94.8,72,55,74,71,59,81,80,73,63,66,84,.,.,.,95,69,63.9,17.4,1339,20.1,192.9,96.3,1,4.1,6.6,49.9,9.8,28.5,91383,69219,51685,40512,18.1,6.2,12.4,37.2,10.9,12.6,20.4,1,5.2,92.7,1,83.5,8.3,0,3.2,4.4,0.6,201573,1.272,12651565,9923,55.8,29.4,14.8,2394957,0,12431006,11054216,8670,50.3,8.3,6.2,12.2,22.9,5560688,4361,44,15.7,25.4,3.3,4.2,0.8,5.9,0.8,0,0,"1,000 to 1,599",Non-metropolitan Stable,"$200,659 to < $226,787",$1.2321 to under $1.3593
STEPHENVILLE,072903,072 ERATH,11,Met Standard,6,3685,1.1,31.1,64,0.9,1,0,1.9,50.9,9.7,7.6,8.8,20.9,5.3,96.4,0.3,98,98,203,165,84,87,73,87,86,82,80,77,87,80,78,-1,80,75,74.9,38.8,1520,22.9,434.8,237.2,2,2.3,8.5,54.6,11.7,20.9,79969,69335,47845,46259,9.9,8.5,15.5,24.8,13,23.8,8.7,0,6.7,91.1,2.1,65.9,7.8,7.9,5.8,4.4,8.2,346880,1.17,30267645,8455,36,53.5,10.5,6668150,0,31053963,27458438,7670,58,7.4,4.4,10.4,19.9,15925393,4448,58.2,13.8,9.6,4.5,4.2,1,4.2,2.2,1.8,0.7,"3,000 to 4,999",Independent Town,"$338,619 to < $381,395",$1.1254 to under $1.2321
BLUFF DALE ISD,072904,072 ERATH,11,Met Standard,1,117,0.9,4.3,92.3,0.9,0,0,1.7,19.7,0.9,5.1,0.9,0,3.4,97.3,.,.,.,.,.,80,92,55,78,84,45,.,93,79,-1,.,.,-1,72,.,.,.,.,16.8,12,6,0,0.7,71.5,0,21.8,78803,.,27844,36838,6,7,9.7,66.7,4.1,8.3,0,0,8.3,91.7,0,90.5,1.2,8.3,0,0,0,1075454,1.095,1262353,11271,21,71.8,7.2,650934,0,1117211,1053415,9405,55.6,14.1,7.1,10,13.2,586015,5232,76,3.3,14.2,0.1,0,0.3,3.1,0,3,0,Under 500,Rural,"$678,171 to < $1,930,702",Under $1.1254
HUCKABAY ISD,072908,072 ERATH,11,Met Standard,1,158,0,17.1,79.7,0.6,0.6,0,1.9,43,5.1,4.4,5.1,37.3,3.2,97.2,0,100,100,16,15,89,94,73,95,89,81,.,81,90,83,-1,.,100,85,-2,35.3,1484,22.3,34,20,2.9,2.9,0.3,58.9,8.5,26.5,93493,68419,79464,38578,8,4.6,7.9,30,12,15,15.6,0,0,100,0,91.7,0,0,0.8,7.5,0,581389,1.04,2074668,10585,29.3,63.5,7.2,443960,0,1929556,1869238,9537,55,12.9,5.1,10.6,16.5,1027508,5242,63.6,5.7,17.6,1.7,7.5,0.3,3.6,0,0,0,Under 500,Rural,"$520,538 to < $678,171",Under $1.1254
LINGLEVILLE ISD,072909,072 ERATH,11,Met Standard,1,238,0,48.3,49.6,0,0,0,2.1,58,21,5.9,19.7,24.8,4.2,96.8,1.4,94.1,100,16,14,72,71,59,73,76,79,.,57,82,.,.,.,70,62,81.3,7.7,1236,18.6,39.2,22.2,2.6,2.6,3.3,56.6,9.8,25.1,103200,75031,43199,37648,17.8,6.1,10.7,44.5,11.1,17.4,9.3,0,9,91,0,83.2,1.4,4.6,1.3,8.7,0.7,420286,1.109,2520218,10589,50.3,37.5,12.2,1132167,0,2433117,2233847,9386,53.7,10.2,6.8,11.2,18.1,1198419,5035,64.5,5.7,17.8,1.4,5.5,0.4,3.8,0.8,0.1,0,Under 500,Rural,"$401,088 to < $441,866",Under $1.1254
MORGAN MILL ISD,072910,072 ERATH,11,Met Standard,1,119,0,14.3,83.2,0.8,0,0,1.7,47.9,2.5,4.2,2.5,0,10.9,96.9,.,.,.,.,.,85,86,81,84,81,100,.,61,88,.,.,.,-1,83,.,.,.,.,15.6,11.3,4.6,0,0.9,72.9,0,21.7,80000,.,37860,44051,0,7.6,10.5,36.5,15.2,19.4,8.9,0,0,100,0,79.6,6.9,9.1,2.3,0,2.1,630496,1.04,1178862,9990,23.4,70.2,6.4,123368,0,1116798,1016582,8615,61.1,16.6,0,11,11.3,621479,5267,80.6,6.2,10.5,0,0,0.8,1.9,0,0,0,Under 500,Rural,"$520,538 to < $678,171",Under $1.1254
CHILTON ISD,073901,073 FALLS,12,Met Standard,1,524,17.2,58.8,22.3,0,0,0,1.7,82.6,15.6,13.7,15.6,35.7,7.3,96.1,0.6,94.1,100,35,30,70,76,55,73,73,63,69,63,84,.,.,.,100,65,68.6,8.3,-1,17.3,80.5,43.4,1.2,2.5,2.3,53.8,17.4,22.8,89691,73773,46098,42760,38.9,6.5,12.1,41.5,12.9,5,24.8,16.1,0,83.9,0,81.1,7.3,4.6,1,6,0,97493,1.24,5805465,11542,72.1,13.1,14.8,1264708,0,5304205,4533061,9012,56.6,8.8,5.1,12.7,16.7,2567170,5104,47.3,10.9,25.4,1.1,6.9,0.7,5.8,1.4,0.5,0,500 to 999,Non-metropolitan Fast Growing,"Under $100,904",$1.2321 to under $1.3593
MARLIN ISD,073903,073 FALLS,12,Improvement Required,4,987,55.2,33,10.4,0,0.3,0,1,90.4,12.1,16.5,12,22.4,5.1,94.9,6.6,80.2,82.1,71,41,52,50,33,52,63,66,48,55,68,.,100,.,49,51,53.5,0,1149,16.7,204.3,94.4,1.5,4.3,4.2,46.2,10.2,33.6,89567,68393,46321,40143,43.1,4.8,10.5,43.4,10.5,12.6,39.7,23.2,9.5,65.1,2.1,73.3,10.8,5.6,2.2,6.7,1.4,174707,1.141,15846929,14687,51.7,30.3,18,2816740,0,14619016,13601131,12605,48.1,10.2,6.3,9.7,25.8,6536453,6058,33.7,36,15.1,1.1,5.2,0.5,5.1,1,0.2,2.1,500 to 999,Non-metropolitan Stable,"$148,669 to < $184,624",$1.1254 to under $1.2321
WESTPHALIA ISD,073904,073 FALLS,12,Met Standard,1,155,0,27.1,72.3,0.6,0,0,0,22.6,0,8.4,0,0,1.3,97.7,.,.,.,.,.,88,85,89,92,81,93,.,78,91,-1,.,.,.,82,.,.,.,.,17,13,5.9,0,0,76.5,5.9,11.8,80679,.,.,39128,5.9,9.1,11.9,30.8,13.1,15.4,14.6,0,0,92.3,7.7,92.3,7.7,0,0,0,0,93040,0.962,1543301,9957,78.4,16.4,5.3,354567,0,1517678,1164255,7511,62.8,17.6,3.3,6.8,9.5,730569,4713,88.1,9,0,0.7,0,0.2,2,0,0,0,Under 500,Rural,"Under $100,904",Under $1.1254
ROSEBUD-LOTT ISD,073905,073 FALLS,12,Met Standard,8,687,13.5,36,47.5,0.3,0,0,2.8,67.7,2.5,13,2.5,30.6,6.7,95.4,0.4,93.2,93.9,57,51,69,73,48,70,78,70,61,68,72,100,.,.,71,67,40.4,26.1,1389,21.1,132.2,61.4,0.8,3.8,8.7,46.4,9.1,31.2,92110,59159,45082,40466,27.8,5.2,11.2,28.8,13.2,8.1,28.4,4.9,4.9,88.7,1.6,71.2,8.1,12.5,0,5.8,2.3,177290,0.87,10174353,14034,57.3,16.3,26.4,2212665,0,10065346,8632055,11906,53,8.7,8.4,11.6,18.3,4575739,6311,52,13.7,25.2,0.2,4.7,0.5,3,0.6,0.3,0,500 to 999,Rural,"$148,669 to < $184,624",Under $1.1254
BONHAM ISD,074903,074 FANNIN,10,Met Standard,5,1950,7.3,20.7,66.5,1.4,0.5,0.1,3.5,66.9,7.1,12.1,7.6,24.5,3.6,96.7,0,97.5,97.2,117,83,74,79,58,77,78,70,62,72,76,70,92,-1,69,68,48.7,21.1,1432,21.4,283.5,143.1,1.1,2.6,6.4,50.5,13.8,25.7,104271,71664,55584,42793,6,6.9,13.6,28.3,13,26.6,14.8,0.7,4.2,93,2.1,75.4,5.2,5.6,2,5.6,6.1,281516,1.115,17752223,9265,45.3,38.7,16.1,3297180,0,16549027,15514959,8098,57.2,5.2,6.1,11.1,20.4,8875900,4633,45.9,12.5,25.1,2.1,5.6,3.1,4.7,1.1,0,0,"1,600 to 2,999",Independent Town,"$275,100 to < $290,480",Under $1.1254
DODD CITY ISD,074904,074 FANNIN,10,Met Standard,1,347,2.3,4.9,90.2,0.3,0,0,2.3,45.8,1.2,7.8,1.2,21,1.2,97.7,0,100,100,10,8,90,93,79,92,96,82,80,75,91,100,.,.,73,86,70,71.4,.,24.1,47.4,28.2,1.9,9.4,3,59.5,8.4,17.7,92500,57345,42517,39681,2.1,7.3,12.3,35.4,13.2,15,17.5,0,3.5,96.5,0,82.3,4,6.7,0.4,5,1.6,108921,1.115,3136721,9592,72,21.2,6.8,446127,0,2916102,2749216,8407,58.9,8.2,6.5,9.6,16.9,1619389,4952,68.8,6.7,10.1,0.3,4.4,0.3,5.9,1.1,2.3,0,Under 500,Rural,"$100,904 to < $148,669",Under $1.1254
